attack,fpr,mean_tpr,sample_std_tpr
compression_rate,0.79,0.8177083333333334,0.023867581744561665
compression_rate,0.792,0.8177083333333334,0.023867581744561665
compression_rate,0.794,0.8229166666666666,0.022211877746395808
compression_rate,0.796,0.8229166666666666,0.022211877746395808
compression_rate,0.798,0.828125,0.01790068630842125
compression_rate,0.8,0.828125,0.01790068630842125
compression_rate,0.802,0.8294270833333334,0.02004531812283939
compression_rate,0.804,0.8294270833333334,0.02004531812283939
compression_rate,0.806,0.8385416666666666,0.023867581744561665
compression_rate,0.808,0.8385416666666666,0.023867581744561665
compression_rate,0.81,0.8411458333333334,0.022211877746395808
compression_rate,0.812,0.8411458333333334,0.022211877746395808
compression_rate,0.8140000000000001,0.8450520833333334,0.022211877746395808
compression_rate,0.8160000000000001,0.8450520833333334,0.022211877746395808
compression_rate,0.8180000000000001,0.8515625,0.024394523431243743
compression_rate,0.8200000000000001,0.8515625,0.024394523431243743
compression_rate,0.8220000000000001,0.8541666666666666,0.023867581744561665
compression_rate,0.8240000000000001,0.8541666666666666,0.023867581744561665
compression_rate,0.8260000000000001,0.8567708333333334,0.019661027175184247
compression_rate,0.8280000000000001,0.8567708333333334,0.019661027175184247
compression_rate,0.8300000000000001,0.8567708333333334,0.019661027175184247
compression_rate,0.8320000000000001,0.8567708333333334,0.019661027175184247
compression_rate,0.834,0.859375,0.015625
compression_rate,0.836,0.8684895833333334,0.009021097956087904
compression_rate,0.838,0.8684895833333334,0.009021097956087904
compression_rate,0.84,0.8684895833333334,0.009021097956087904
compression_rate,0.842,0.8684895833333334,0.009021097956087904
compression_rate,0.844,0.8763020833333334,0.005966895436140416
compression_rate,0.846,0.8763020833333334,0.005966895436140416
compression_rate,0.848,0.87890625,0.0067658234670659265
compression_rate,0.85,0.87890625,0.0067658234670659265
compression_rate,0.852,0.8880208333333334,0.005966895436140417
compression_rate,0.854,0.8880208333333334,0.005966895436140417
compression_rate,0.856,0.890625,0.00390625
compression_rate,0.858,0.890625,0.00390625
compression_rate,0.86,0.8919270833333334,0.004510548978043951
compression_rate,0.862,0.8919270833333334,0.004510548978043951
compression_rate,0.864,0.8984375,0.00390625
compression_rate,0.866,0.8984375,0.00390625
compression_rate,0.868,0.90234375,0.0078125
compression_rate,0.87,0.90234375,0.0078125
compression_rate,0.872,0.9036458333333334,0.009830513587592123
compression_rate,0.874,0.9036458333333334,0.009830513587592123
compression_rate,0.876,0.90625,0.010334966058846057
compression_rate,0.878,0.90625,0.010334966058846057
compression_rate,0.88,0.9114583333333334,0.01578692142315383
compression_rate,0.882,0.9114583333333334,0.01578692142315383
compression_rate,0.884,0.9140625,0.017026948998205758
compression_rate,0.886,0.9140625,0.017026948998205758
compression_rate,0.888,0.9153645833333334,0.018042195912175808
compression_rate,0.89,0.9153645833333334,0.018042195912175808
compression_rate,0.892,0.9231770833333334,0.018042195912175808
compression_rate,0.894,0.9231770833333334,0.018042195912175808
compression_rate,0.896,0.9244791666666666,0.01926907368092284
compression_rate,0.898,0.9244791666666666,0.01926907368092284
compression_rate,0.9,0.92578125,0.02029747040119778
compression_rate,0.902,0.92578125,0.02029747040119778
compression_rate,0.904,0.9309895833333334,0.01127637244510988
compression_rate,0.906,0.9309895833333334,0.01127637244510988
compression_rate,0.908,0.9427083333333334,0.005966895436140416
compression_rate,0.91,0.9427083333333334,0.005966895436140416
compression_rate,0.912,0.9466145833333334,0.004510548978043951
compression_rate,0.914,0.9466145833333334,0.004510548978043951
compression_rate,0.916,0.9479166666666666,0.005966895436140417
compression_rate,0.918,0.9479166666666666,0.005966895436140417
